name,html_name,weapon,skin,condition,weapon_type,quality,category,name_color,sell_listings,sell_price,sell_price_text
AUG | Chameleon (Battle-Scarred),AUG%20%7C%20Chameleon%20%28Battle-Scarred%29,AUG,Chameleon,Battle-Scarred,Rifle,Covert,Normal,D2D2D2,60,338,$3.38 
AUG | Chameleon (Factory New),AUG%20%7C%20Chameleon%20%28Factory%20New%29,AUG,Chameleon,Factory New,Rifle,Covert,Normal,D2D2D2,156,490,$4.90 
AUG | Chameleon (Field-Tested),AUG%20%7C%20Chameleon%20%28Field-Tested%29,AUG,Chameleon,Field-Tested,Rifle,Covert,Normal,D2D2D2,236,292,$2.92 
AUG | Chameleon (Minimal Wear),AUG%20%7C%20Chameleon%20%28Minimal%20Wear%29,AUG,Chameleon,Minimal Wear,Rifle,Covert,Normal,D2D2D2,154,338,$3.38 
AUG | Chameleon (Well-Worn),AUG%20%7C%20Chameleon%20%28Well-Worn%29,AUG,Chameleon,Well-Worn,Rifle,Covert,Normal,D2D2D2,68,341,$3.41 
AUG | Colony (Battle-Scarred),AUG%20%7C%20Colony%20%28Battle-Scarred%29,AUG,Colony,Battle-Scarred,Rifle,Consumer Grade,Normal,D2D2D2,76,87,$0.87 
AUG | Colony (Factory New),AUG%20%7C%20Colony%20%28Factory%20New%29,AUG,Colony,Factory New,Rifle,Consumer Grade,Normal,D2D2D2,21,811,$8.11 
AUG | Colony (Field-Tested),AUG%20%7C%20Colony%20%28Field-Tested%29,AUG,Colony,Field-Tested,Rifle,Consumer Grade,Normal,D2D2D2,183,55,$0.55 
AUG | Colony (Minimal Wear),AUG%20%7C%20Colony%20%28Minimal%20Wear%29,AUG,Colony,Minimal Wear,Rifle,Consumer Grade,Normal,D2D2D2,100,120,$1.20 
AUG | Colony (Well-Worn),AUG%20%7C%20Colony%20%28Well-Worn%29,AUG,Colony,Well-Worn,Rifle,Consumer Grade,Normal,D2D2D2,61,185,$1.85 
AUG | Condemned (Battle-Scarred),AUG%20%7C%20Condemned%20%28Battle-Scarred%29,AUG,Condemned,Battle-Scarred,Rifle,Industrial Grade,Normal,D2D2D2,1229,9,$0.09 
AUG | Condemned (Factory New),AUG%20%7C%20Condemned%20%28Factory%20New%29,AUG,Condemned,Factory New,Rifle,Industrial Grade,Normal,D2D2D2,155,63,$0.63 
AUG | Condemned (Field-Tested),AUG%20%7C%20Condemned%20%28Field-Tested%29,AUG,Condemned,Field-Tested,Rifle,Industrial Grade,Normal,D2D2D2,7005,9,$0.09 
AUG | Condemned (Minimal Wear),AUG%20%7C%20Condemned%20%28Minimal%20Wear%29,AUG,Condemned,Minimal Wear,Rifle,Industrial Grade,Normal,D2D2D2,1492,12,$0.12 
AUG | Condemned (Well-Worn),AUG%20%7C%20Condemned%20%28Well-Worn%29,AUG,Condemned,Well-Worn,Rifle,Industrial Grade,Normal,D2D2D2,785,9,$0.09 
AUG | Contractor (Battle-Scarred),AUG%20%7C%20Contractor%20%28Battle-Scarred%29,AUG,Contractor,Battle-Scarred,Rifle,Consumer Grade,Normal,D2D2D2,7717,3,$0.03 
AUG | Contractor (Factory New),AUG%20%7C%20Contractor%20%28Factory%20New%29,AUG,Contractor,Factory New,Rifle,Consumer Grade,Normal,D2D2D2,395,10,$0.10 
AUG | Contractor (Field-Tested),AUG%20%7C%20Contractor%20%28Field-Tested%29,AUG,Contractor,Field-Tested,Rifle,Consumer Grade,Normal,D2D2D2,33349,3,$0.03 
AUG | Contractor (Minimal Wear),AUG%20%7C%20Contractor%20%28Minimal%20Wear%29,AUG,Contractor,Minimal Wear,Rifle,Consumer Grade,Normal,D2D2D2,8946,4,$0.04 
AUG | Contractor (Well-Worn),AUG%20%7C%20Contractor%20%28Well-Worn%29,AUG,Contractor,Well-Worn,Rifle,Consumer Grade,Normal,D2D2D2,5259,3,$0.03 
AUG | Copperhead (Field-Tested),AUG%20%7C%20Copperhead%20%28Field-Tested%29,AUG,Copperhead,Field-Tested,Rifle,Mil-Spec Grade,Normal,D2D2D2,15,6994,$69.94 
AUG | Copperhead (Minimal Wear),AUG%20%7C%20Copperhead%20%28Minimal%20Wear%29,AUG,Copperhead,Minimal Wear,Rifle,Mil-Spec Grade,Normal,D2D2D2,6,8000,$80.00 
AUG | Daedalus (Battle-Scarred),AUG%20%7C%20Daedalus%20%28Battle-Scarred%29,AUG,Daedalus,Battle-Scarred,Rifle,Consumer Grade,Normal,D2D2D2,64,210,$2.10 
AUG | Daedalus (Factory New),AUG%20%7C%20Daedalus%20%28Factory%20New%29,AUG,Daedalus,Factory New,Rifle,Consumer Grade,Normal,D2D2D2,114,299,$2.99 
AUG | Daedalus (Field-Tested),AUG%20%7C%20Daedalus%20%28Field-Tested%29,AUG,Daedalus,Field-Tested,Rifle,Consumer Grade,Normal,D2D2D2,165,231,$2.31 
AUG | Daedalus (Minimal Wear),AUG%20%7C%20Daedalus%20%28Minimal%20Wear%29,AUG,Daedalus,Minimal Wear,Rifle,Consumer Grade,Normal,D2D2D2,131,254,$2.54 
AUG | Daedalus (Well-Worn),AUG%20%7C%20Daedalus%20%28Well-Worn%29,AUG,Daedalus,Well-Worn,Rifle,Consumer Grade,Normal,D2D2D2,54,209,$2.09 
AUG | Death by Puppy (Factory New),AUG%20%7C%20Death%20by%20Puppy%20%28Factory%20New%29,AUG,Death by Puppy,Factory New,Rifle,Classified,Normal,D2D2D2,106,967,$9.67 
AUG | Death by Puppy (Field-Tested),AUG%20%7C%20Death%20by%20Puppy%20%28Field-Tested%29,AUG,Death by Puppy,Field-Tested,Rifle,Classified,Normal,D2D2D2,111,491,$4.91 
AUG | Death by Puppy (Minimal Wear),AUG%20%7C%20Death%20by%20Puppy%20%28Minimal%20Wear%29,AUG,Death by Puppy,Minimal Wear,Rifle,Classified,Normal,D2D2D2,115,598,$5.98 
AUG | Death by Puppy (Well-Worn),AUG%20%7C%20Death%20by%20Puppy%20%28Well-Worn%29,AUG,Death by Puppy,Well-Worn,Rifle,Classified,Normal,D2D2D2,19,439,$4.39 
AUG | Flame Jörmungandr (Battle-Scarred),AUG%20%7C%20Flame%20Jörmungandr%20%28Battle-Scarred%29,AUG,Flame Jörmungandr,Battle-Scarred,Rifle,Restricted,Normal,D2D2D2,4,51735,$517.35 
AUG | Flame Jörmungandr (Factory New),AUG%20%7C%20Flame%20Jörmungandr%20%28Factory%20New%29,AUG,Flame Jörmungandr,Factory New,Rifle,Restricted,Normal,D2D2D2,21,18696,$186.96 
AUG | Flame Jörmungandr (Field-Tested),AUG%20%7C%20Flame%20Jörmungandr%20%28Field-Tested%29,AUG,Flame Jörmungandr,Field-Tested,Rifle,Restricted,Normal,D2D2D2,10,17574,$175.74 
AUG | Flame Jörmungandr (Minimal Wear),AUG%20%7C%20Flame%20Jörmungandr%20%28Minimal%20Wear%29,AUG,Flame Jörmungandr,Minimal Wear,Rifle,Restricted,Normal,D2D2D2,14,19029,$190.29 
AUG | Flame Jörmungandr (Well-Worn),AUG%20%7C%20Flame%20Jörmungandr%20%28Well-Worn%29,AUG,Flame Jörmungandr,Well-Worn,Rifle,Restricted,Normal,D2D2D2,2,28665,$286.65 
AUG | Fleet Flock (Battle-Scarred),AUG%20%7C%20Fleet%20Flock%20%28Battle-Scarred%29,AUG,Fleet Flock,Battle-Scarred,Rifle,Classified,Normal,D2D2D2,125,150,$1.50 
AUG | Fleet Flock (Factory New),AUG%20%7C%20Fleet%20Flock%20%28Factory%20New%29,AUG,Fleet Flock,Factory New,Rifle,Classified,Normal,D2D2D2,46,762,$7.62 
AUG | Fleet Flock (Field-Tested),AUG%20%7C%20Fleet%20Flock%20%28Field-Tested%29,AUG,Fleet Flock,Field-Tested,Rifle,Classified,Normal,D2D2D2,200,185,$1.85 
AUG | Fleet Flock (Minimal Wear),AUG%20%7C%20Fleet%20Flock%20%28Minimal%20Wear%29,AUG,Fleet Flock,Minimal Wear,Rifle,Classified,Normal,D2D2D2,77,372,$3.72 
AUG | Fleet Flock (Well-Worn),AUG%20%7C%20Fleet%20Flock%20%28Well-Worn%29,AUG,Fleet Flock,Well-Worn,Rifle,Classified,Normal,D2D2D2,121,140,$1.40 
AUG | Hot Rod (Factory New),AUG%20%7C%20Hot%20Rod%20%28Factory%20New%29,AUG,Hot Rod,Factory New,Rifle,Mil-Spec Grade,Normal,D2D2D2,28,29280,$292.80 
AUG | Hot Rod (Minimal Wear),AUG%20%7C%20Hot%20Rod%20%28Minimal%20Wear%29,AUG,Hot Rod,Minimal Wear,Rifle,Mil-Spec Grade,Normal,D2D2D2,1,67723,$677.23 
AUG | Midnight Lily (Battle-Scarred),AUG%20%7C%20Midnight%20Lily%20%28Battle-Scarred%29,AUG,Midnight Lily,Battle-Scarred,Rifle,Restricted,Normal,D2D2D2,3,18000,$180.00 
AUG | Midnight Lily (Factory New),AUG%20%7C%20Midnight%20Lily%20%28Factory%20New%29,AUG,Midnight Lily,Factory New,Rifle,Restricted,Normal,D2D2D2,27,15669,$156.69 
AUG | Midnight Lily (Field-Tested),AUG%20%7C%20Midnight%20Lily%20%28Field-Tested%29,AUG,Midnight Lily,Field-Tested,Rifle,Restricted,Normal,D2D2D2,15,39247,$392.47 
AUG | Midnight Lily (Minimal Wear),AUG%20%7C%20Midnight%20Lily%20%28Minimal%20Wear%29,AUG,Midnight Lily,Minimal Wear,Rifle,Restricted,Normal,D2D2D2,11,15780,$157.80 
AUG | Midnight Lily (Well-Worn),AUG%20%7C%20Midnight%20Lily%20%28Well-Worn%29,AUG,Midnight Lily,Well-Worn,Rifle,Restricted,Normal,D2D2D2,2,35145,$351.45 
AUG | Momentum (Battle-Scarred),AUG%20%7C%20Momentum%20%28Battle-Scarred%29,AUG,Momentum,Battle-Scarred,Rifle,Classified,Normal,D2D2D2,224,154,$1.54 
AUG | Momentum (Factory New),AUG%20%7C%20Momentum%20%28Factory%20New%29,AUG,Momentum,Factory New,Rifle,Classified,Normal,D2D2D2,18,1998,$19.98 
AUG | Momentum (Field-Tested),AUG%20%7C%20Momentum%20%28Field-Tested%29,AUG,Momentum,Field-Tested,Rifle,Classified,Normal,D2D2D2,321,184,$1.84 
AUG | Momentum (Minimal Wear),AUG%20%7C%20Momentum%20%28Minimal%20Wear%29,AUG,Momentum,Minimal Wear,Rifle,Classified,Normal,D2D2D2,114,583,$5.83 
AUG | Momentum (Well-Worn),AUG%20%7C%20Momentum%20%28Well-Worn%29,AUG,Momentum,Well-Worn,Rifle,Classified,Normal,D2D2D2,158,156,$1.56 
AUG | Navy Murano (Battle-Scarred),AUG%20%7C%20Navy%20Murano%20%28Battle-Scarred%29,AUG,Navy Murano,Battle-Scarred,Rifle,Consumer Grade,Normal,D2D2D2,116,55,$0.55 
AUG | Navy Murano (Factory New),AUG%20%7C%20Navy%20Murano%20%28Factory%20New%29,AUG,Navy Murano,Factory New,Rifle,Consumer Grade,Normal,D2D2D2,140,165,$1.65 
AUG | Navy Murano (Field-Tested),AUG%20%7C%20Navy%20Murano%20%28Field-Tested%29,AUG,Navy Murano,Field-Tested,Rifle,Consumer Grade,Normal,D2D2D2,283,73,$0.73 
AUG | Navy Murano (Minimal Wear),AUG%20%7C%20Navy%20Murano%20%28Minimal%20Wear%29,AUG,Navy Murano,Minimal Wear,Rifle,Consumer Grade,Normal,D2D2D2,148,73,$0.73 
AUG | Navy Murano (Well-Worn),AUG%20%7C%20Navy%20Murano%20%28Well-Worn%29,AUG,Navy Murano,Well-Worn,Rifle,Consumer Grade,Normal,D2D2D2,283,51,$0.51 
AUG | Plague (Battle-Scarred),AUG%20%7C%20Plague%20%28Battle-Scarred%29,AUG,Plague,Battle-Scarred,Rifle,Mil-Spec Grade,Normal,D2D2D2,594,9,$0.09 
AUG | Plague (Factory New),AUG%20%7C%20Plague%20%28Factory%20New%29,AUG,Plague,Factory New,Rifle,Mil-Spec Grade,Normal,D2D2D2,125,42,$0.42 
AUG | Plague (Field-Tested),AUG%20%7C%20Plague%20%28Field-Tested%29,AUG,Plague,Field-Tested,Rifle,Mil-Spec Grade,Normal,D2D2D2,1118,11,$0.11 
AUG | Plague (Minimal Wear),AUG%20%7C%20Plague%20%28Minimal%20Wear%29,AUG,Plague,Minimal Wear,Rifle,Mil-Spec Grade,Normal,D2D2D2,230,21,$0.21 
AUG | Plague (Well-Worn),AUG%20%7C%20Plague%20%28Well-Worn%29,AUG,Plague,Well-Worn,Rifle,Mil-Spec Grade,Normal,D2D2D2,200,11,$0.11 
AUG | Radiation Hazard (Battle-Scarred),AUG%20%7C%20Radiation%20Hazard%20%28Battle-Scarred%29,AUG,Radiation Hazard,Battle-Scarred,Rifle,Industrial Grade,Normal,D2D2D2,64,43,$0.43 
AUG | Radiation Hazard (Factory New),AUG%20%7C%20Radiation%20Hazard%20%28Factory%20New%29,AUG,Radiation Hazard,Factory New,Rifle,Industrial Grade,Normal,D2D2D2,164,117,$1.17 
AUG | Radiation Hazard (Field-Tested),AUG%20%7C%20Radiation%20Hazard%20%28Field-Tested%29,AUG,Radiation Hazard,Field-Tested,Rifle,Industrial Grade,Normal,D2D2D2,165,73,$0.73 
AUG | Radiation Hazard (Minimal Wear),AUG%20%7C%20Radiation%20Hazard%20%28Minimal%20Wear%29,AUG,Radiation Hazard,Minimal Wear,Rifle,Industrial Grade,Normal,D2D2D2,150,98,$0.98 
AUG | Radiation Hazard (Well-Worn),AUG%20%7C%20Radiation%20Hazard%20%28Well-Worn%29,AUG,Radiation Hazard,Well-Worn,Rifle,Industrial Grade,Normal,D2D2D2,79,59,$0.59 
AUG | Random Access (Battle-Scarred),AUG%20%7C%20Random%20Access%20%28Battle-Scarred%29,AUG,Random Access,Battle-Scarred,Rifle,Restricted,Normal,D2D2D2,47,111,$1.11 
AUG | Random Access (Factory New),AUG%20%7C%20Random%20Access%20%28Factory%20New%29,AUG,Random Access,Factory New,Rifle,Restricted,Normal,D2D2D2,122,499,$4.99 
AUG | Random Access (Field-Tested),AUG%20%7C%20Random%20Access%20%28Field-Tested%29,AUG,Random Access,Field-Tested,Rifle,Restricted,Normal,D2D2D2,103,175,$1.75 
AUG | Random Access (Minimal Wear),AUG%20%7C%20Random%20Access%20%28Minimal%20Wear%29,AUG,Random Access,Minimal Wear,Rifle,Restricted,Normal,D2D2D2,101,281,$2.81 
AUG | Random Access (Well-Worn),AUG%20%7C%20Random%20Access%20%28Well-Worn%29,AUG,Random Access,Well-Worn,Rifle,Restricted,Normal,D2D2D2,42,124,$1.24 
AUG | Ricochet (Battle-Scarred),AUG%20%7C%20Ricochet%20%28Battle-Scarred%29,AUG,Ricochet,Battle-Scarred,Rifle,Mil-Spec Grade,Normal,D2D2D2,724,7,$0.07 
AUG | Ricochet (Factory New),AUG%20%7C%20Ricochet%20%28Factory%20New%29,AUG,Ricochet,Factory New,Rifle,Mil-Spec Grade,Normal,D2D2D2,341,59,$0.59 
AUG | Ricochet (Field-Tested),AUG%20%7C%20Ricochet%20%28Field-Tested%29,AUG,Ricochet,Field-Tested,Rifle,Mil-Spec Grade,Normal,D2D2D2,2143,8,$0.08 
AUG | Ricochet (Minimal Wear),AUG%20%7C%20Ricochet%20%28Minimal%20Wear%29,AUG,Ricochet,Minimal Wear,Rifle,Mil-Spec Grade,Normal,D2D2D2,1198,21,$0.21 
AUG | Ricochet (Well-Worn),AUG%20%7C%20Ricochet%20%28Well-Worn%29,AUG,Ricochet,Well-Worn,Rifle,Mil-Spec Grade,Normal,D2D2D2,257,14,$0.14 
AUG | Sand Storm (Battle-Scarred),AUG%20%7C%20Sand%20Storm%20%28Battle-Scarred%29,AUG,Sand Storm,Battle-Scarred,Rifle,Restricted,Normal,D2D2D2,7,2392,$23.92 
AUG | Sand Storm (Factory New),AUG%20%7C%20Sand%20Storm%20%28Factory%20New%29,AUG,Sand Storm,Factory New,Rifle,Restricted,Normal,D2D2D2,68,2860,$28.60 
AUG | Sand Storm (Field-Tested),AUG%20%7C%20Sand%20Storm%20%28Field-Tested%29,AUG,Sand Storm,Field-Tested,Rifle,Restricted,Normal,D2D2D2,42,2511,$25.11 
AUG | Sand Storm (Minimal Wear),AUG%20%7C%20Sand%20Storm%20%28Minimal%20Wear%29,AUG,Sand Storm,Minimal Wear,Rifle,Restricted,Normal,D2D2D2,39,2761,$27.61 
AUG | Sand Storm (Well-Worn),AUG%20%7C%20Sand%20Storm%20%28Well-Worn%29,AUG,Sand Storm,Well-Worn,Rifle,Restricted,Normal,D2D2D2,14,3206,$32.06 
AUG | Spalted Wood (Battle-Scarred),AUG%20%7C%20Spalted%20Wood%20%28Battle-Scarred%29,AUG,Spalted Wood,Battle-Scarred,Rifle,Industrial Grade,Normal,D2D2D2,60,28,$0.28 
AUG | Spalted Wood (Factory New),AUG%20%7C%20Spalted%20Wood%20%28Factory%20New%29,AUG,Spalted Wood,Factory New,Rifle,Industrial Grade,Normal,D2D2D2,602,36,$0.36 
AUG | Spalted Wood (Field-Tested),AUG%20%7C%20Spalted%20Wood%20%28Field-Tested%29,AUG,Spalted Wood,Field-Tested,Rifle,Industrial Grade,Normal,D2D2D2,1180,30,$0.30 
AUG | Spalted Wood (Minimal Wear),AUG%20%7C%20Spalted%20Wood%20%28Minimal%20Wear%29,AUG,Spalted Wood,Minimal Wear,Rifle,Industrial Grade,Normal,D2D2D2,627,32,$0.32 
AUG | Spalted Wood (Well-Worn),AUG%20%7C%20Spalted%20Wood%20%28Well-Worn%29,AUG,Spalted Wood,Well-Worn,Rifle,Industrial Grade,Normal,D2D2D2,161,30,$0.30 
AUG | Storm (Battle-Scarred),AUG%20%7C%20Storm%20%28Battle-Scarred%29,AUG,Storm,Battle-Scarred,Rifle,Consumer Grade,Normal,D2D2D2,5748,3,$0.03 
AUG | Storm (Factory New),AUG%20%7C%20Storm%20%28Factory%20New%29,AUG,Storm,Factory New,Rifle,Consumer Grade,Normal,D2D2D2,300,11,$0.11 
AUG | Storm (Field-Tested),AUG%20%7C%20Storm%20%28Field-Tested%29,AUG,Storm,Field-Tested,Rifle,Consumer Grade,Normal,D2D2D2,29685,3,$0.03 
AUG | Storm (Minimal Wear),AUG%20%7C%20Storm%20%28Minimal%20Wear%29,AUG,Storm,Minimal Wear,Rifle,Consumer Grade,Normal,D2D2D2,7121,4,$0.04 
AUG | Storm (Well-Worn),AUG%20%7C%20Storm%20%28Well-Worn%29,AUG,Storm,Well-Worn,Rifle,Consumer Grade,Normal,D2D2D2,3705,3,$0.03 
AUG | Stymphalian (Battle-Scarred),AUG%20%7C%20Stymphalian%20%28Battle-Scarred%29,AUG,Stymphalian,Battle-Scarred,Rifle,Classified,Normal,D2D2D2,158,143,$1.43 
AUG | Stymphalian (Factory New),AUG%20%7C%20Stymphalian%20%28Factory%20New%29,AUG,Stymphalian,Factory New,Rifle,Classified,Normal,D2D2D2,159,582,$5.82 
AUG | Stymphalian (Field-Tested),AUG%20%7C%20Stymphalian%20%28Field-Tested%29,AUG,Stymphalian,Field-Tested,Rifle,Classified,Normal,D2D2D2,666,144,$1.44 
AUG | Stymphalian (Minimal Wear),AUG%20%7C%20Stymphalian%20%28Minimal%20Wear%29,AUG,Stymphalian,Minimal Wear,Rifle,Classified,Normal,D2D2D2,338,279,$2.79 
AUG | Stymphalian (Well-Worn),AUG%20%7C%20Stymphalian%20%28Well-Worn%29,AUG,Stymphalian,Well-Worn,Rifle,Classified,Normal,D2D2D2,115,155,$1.55 
AUG | Surveillance (Battle-Scarred),AUG%20%7C%20Surveillance%20%28Battle-Scarred%29,AUG,Surveillance,Battle-Scarred,Rifle,Consumer Grade,Normal,D2D2D2,1144,6,$0.06 
AUG | Surveillance (Factory New),AUG%20%7C%20Surveillance%20%28Factory%20New%29,AUG,Surveillance,Factory New,Rifle,Consumer Grade,Normal,D2D2D2,1419,9,$0.09 
AUG | Surveillance (Field-Tested),AUG%20%7C%20Surveillance%20%28Field-Tested%29,AUG,Surveillance,Field-Tested,Rifle,Consumer Grade,Normal,D2D2D2,9541,6,$0.06 
AUG | Surveillance (Minimal Wear),AUG%20%7C%20Surveillance%20%28Minimal%20Wear%29,AUG,Surveillance,Minimal Wear,Rifle,Consumer Grade,Normal,D2D2D2,2287,6,$0.06 
AUG | Surveillance (Well-Worn),AUG%20%7C%20Surveillance%20%28Well-Worn%29,AUG,Surveillance,Well-Worn,Rifle,Consumer Grade,Normal,D2D2D2,518,8,$0.08 
AUG | Sweeper (Battle-Scarred),AUG%20%7C%20Sweeper%20%28Battle-Scarred%29,AUG,Sweeper,Battle-Scarred,Rifle,Consumer Grade,Normal,D2D2D2,3792,3,$0.03 
AUG | Sweeper (Factory New),AUG%20%7C%20Sweeper%20%28Factory%20New%29,AUG,Sweeper,Factory New,Rifle,Consumer Grade,Normal,D2D2D2,3050,6,$0.06 
AUG | Sweeper (Field-Tested),AUG%20%7C%20Sweeper%20%28Field-Tested%29,AUG,Sweeper,Field-Tested,Rifle,Consumer Grade,Normal,D2D2D2,19483,3,$0.03 
AUG | Sweeper (Minimal Wear),AUG%20%7C%20Sweeper%20%28Minimal%20Wear%29,AUG,Sweeper,Minimal Wear,Rifle,Consumer Grade,Normal,D2D2D2,5141,4,$0.04 
AUG | Sweeper (Well-Worn),AUG%20%7C%20Sweeper%20%28Well-Worn%29,AUG,Sweeper,Well-Worn,Rifle,Consumer Grade,Normal,D2D2D2,1785,4,$0.04 
AUG | Syd Mead (Battle-Scarred),AUG%20%7C%20Syd%20Mead%20%28Battle-Scarred%29,AUG,Syd Mead,Battle-Scarred,Rifle,Classified,Normal,D2D2D2,114,161,$1.61 
AUG | Syd Mead (Factory New),AUG%20%7C%20Syd%20Mead%20%28Factory%20New%29,AUG,Syd Mead,Factory New,Rifle,Classified,Normal,D2D2D2,116,616,$6.16 
AUG | Syd Mead (Field-Tested),AUG%20%7C%20Syd%20Mead%20%28Field-Tested%29,AUG,Syd Mead,Field-Tested,Rifle,Classified,Normal,D2D2D2,241,175,$1.75 
AUG | Syd Mead (Minimal Wear),AUG%20%7C%20Syd%20Mead%20%28Minimal%20Wear%29,AUG,Syd Mead,Minimal Wear,Rifle,Classified,Normal,D2D2D2,76,303,$3.03 
AUG | Syd Mead (Well-Worn),AUG%20%7C%20Syd%20Mead%20%28Well-Worn%29,AUG,Syd Mead,Well-Worn,Rifle,Classified,Normal,D2D2D2,99,215,$2.15 
AUG | Tom Cat (Battle-Scarred),AUG%20%7C%20Tom%20Cat%20%28Battle-Scarred%29,AUG,Tom Cat,Battle-Scarred,Rifle,Mil-Spec Grade,Normal,D2D2D2,1598,7,$0.07 
AUG | Tom Cat (Factory New),AUG%20%7C%20Tom%20Cat%20%28Factory%20New%29,AUG,Tom Cat,Factory New,Rifle,Mil-Spec Grade,Normal,D2D2D2,581,24,$0.24 
AUG | Tom Cat (Field-Tested),AUG%20%7C%20Tom%20Cat%20%28Field-Tested%29,AUG,Tom Cat,Field-Tested,Rifle,Mil-Spec Grade,Normal,D2D2D2,5598,6,$0.06 
AUG | Tom Cat (Minimal Wear),AUG%20%7C%20Tom%20Cat%20%28Minimal%20Wear%29,AUG,Tom Cat,Minimal Wear,Rifle,Mil-Spec Grade,Normal,D2D2D2,1751,9,$0.09 
AUG | Tom Cat (Well-Worn),AUG%20%7C%20Tom%20Cat%20%28Well-Worn%29,AUG,Tom Cat,Well-Worn,Rifle,Mil-Spec Grade,Normal,D2D2D2,424,7,$0.07 
AUG | Torque (Battle-Scarred),AUG%20%7C%20Torque%20%28Battle-Scarred%29,AUG,Torque,Battle-Scarred,Rifle,Restricted,Normal,D2D2D2,27,414,$4.14 
AUG | Torque (Factory New),AUG%20%7C%20Torque%20%28Factory%20New%29,AUG,Torque,Factory New,Rifle,Restricted,Normal,D2D2D2,184,598,$5.98 
AUG | Torque (Field-Tested),AUG%20%7C%20Torque%20%28Field-Tested%29,AUG,Torque,Field-Tested,Rifle,Restricted,Normal,D2D2D2,175,430,$4.30 
AUG | Torque (Minimal Wear),AUG%20%7C%20Torque%20%28Minimal%20Wear%29,AUG,Torque,Minimal Wear,Rifle,Restricted,Normal,D2D2D2,421,479,$4.79 
AUG | Torque (Well-Worn),AUG%20%7C%20Torque%20%28Well-Worn%29,AUG,Torque,Well-Worn,Rifle,Restricted,Normal,D2D2D2,43,397,$3.97 
AUG | Triqua (Battle-Scarred),AUG%20%7C%20Triqua%20%28Battle-Scarred%29,AUG,Triqua,Battle-Scarred,Rifle,Mil-Spec Grade,Normal,D2D2D2,1263,7,$0.07 
AUG | Triqua (Factory New),AUG%20%7C%20Triqua%20%28Factory%20New%29,AUG,Triqua,Factory New,Rifle,Mil-Spec Grade,Normal,D2D2D2,575,29,$0.29 
AUG | Triqua (Field-Tested),AUG%20%7C%20Triqua%20%28Field-Tested%29,AUG,Triqua,Field-Tested,Rifle,Mil-Spec Grade,Normal,D2D2D2,3037,7,$0.07 
AUG | Triqua (Minimal Wear),AUG%20%7C%20Triqua%20%28Minimal%20Wear%29,AUG,Triqua,Minimal Wear,Rifle,Mil-Spec Grade,Normal,D2D2D2,2251,10,$0.10 
AUG | Triqua (Well-Worn),AUG%20%7C%20Triqua%20%28Well-Worn%29,AUG,Triqua,Well-Worn,Rifle,Mil-Spec Grade,Normal,D2D2D2,2697,7,$0.07 
AUG | Wings (Factory New),AUG%20%7C%20Wings%20%28Factory%20New%29,AUG,Wings,Factory New,Rifle,Mil-Spec Grade,Normal,D2D2D2,401,1322,$13.22 
AUG | Wings (Minimal Wear),AUG%20%7C%20Wings%20%28Minimal%20Wear%29,AUG,Wings,Minimal Wear,Rifle,Mil-Spec Grade,Normal,D2D2D2,60,1352,$13.52 
FAMAS | Afterimage (Factory New),FAMAS%20%7C%20Afterimage%20%28Factory%20New%29,FAMAS,Afterimage,Factory New,Rifle,Classified,Normal,D2D2D2,37,5290,$52.90 
FAMAS | Afterimage (Field-Tested),FAMAS%20%7C%20Afterimage%20%28Field-Tested%29,FAMAS,Afterimage,Field-Tested,Rifle,Classified,Normal,D2D2D2,21,2077,$20.77 
FAMAS | Afterimage (Minimal Wear),FAMAS%20%7C%20Afterimage%20%28Minimal%20Wear%29,FAMAS,Afterimage,Minimal Wear,Rifle,Classified,Normal,D2D2D2,45,3277,$32.77 
FAMAS | Afterimage (Well-Worn),FAMAS%20%7C%20Afterimage%20%28Well-Worn%29,FAMAS,Afterimage,Well-Worn,Rifle,Classified,Normal,D2D2D2,7,6689,$66.89 
FAMAS | CaliCamo (Battle-Scarred),FAMAS%20%7C%20CaliCamo%20%28Battle-Scarred%29,FAMAS,CaliCamo,Battle-Scarred,Rifle,Industrial Grade,Normal,D2D2D2,300,42,$0.42 
FAMAS | CaliCamo (Factory New),FAMAS%20%7C%20CaliCamo%20%28Factory%20New%29,FAMAS,CaliCamo,Factory New,Rifle,Industrial Grade,Normal,D2D2D2,451,47,$0.47 
FAMAS | CaliCamo (Field-Tested),FAMAS%20%7C%20CaliCamo%20%28Field-Tested%29,FAMAS,CaliCamo,Field-Tested,Rifle,Industrial Grade,Normal,D2D2D2,944,41,$0.41 
FAMAS | CaliCamo (Minimal Wear),FAMAS%20%7C%20CaliCamo%20%28Minimal%20Wear%29,FAMAS,CaliCamo,Minimal Wear,Rifle,Industrial Grade,Normal,D2D2D2,570,48,$0.48 
FAMAS | CaliCamo (Well-Worn),FAMAS%20%7C%20CaliCamo%20%28Well-Worn%29,FAMAS,CaliCamo,Well-Worn,Rifle,Industrial Grade,Normal,D2D2D2,105,42,$0.42 
FAMAS | Colony (Battle-Scarred),FAMAS%20%7C%20Colony%20%28Battle-Scarred%29,FAMAS,Colony,Battle-Scarred,Rifle,Consumer Grade,Normal,D2D2D2,7954,3,$0.03 
FAMAS | Colony (Factory New),FAMAS%20%7C%20Colony%20%28Factory%20New%29,FAMAS,Colony,Factory New,Rifle,Consumer Grade,Normal,D2D2D2,418,11,$0.11 
