name,hash_name,sell_listings,sell_price,sell_price_text,app_icon,app_name,asset_description,sale_price_text
P90 | Desert Warfare (Factory New),P90 | Desert Warfare (Factory New),83,180,$1.80,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '469461140', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpopuP1FAR17OORIQJR79OkhImehMj4OrzZgiUJ7pRzibvHo43ziwCx_BVlNT-hI9eRdwc8ZFrU_FDoxL_u0cC8u8yd1zI97Zyq9VwK', 'tradable': 1, 'name': 'P90 | Desert Warfare (Factory New)', 'name_color': 'D2D2D2', 'type': 'Mil-Spec Grade SMG', 'market_name': 'P90 | Desert Warfare (Factory New)', 'market_hash_name': 'P90 | Desert Warfare (Factory New)', 'commodity': 0}",$1.73
P90 | Desert Warfare (Field-Tested),P90 | Desert Warfare (Field-Tested),131,112,$1.12,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4899184971', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpopuP1FAR17OORIQJR79OkhImehMj5Nr_Yg2Yf7cFw2L-Zo9ug3ASy_ko6a2GhJIeRJAM-MF6E-Qe_xr-50MXpuJzKmmwj5HeEZ9XFFA', 'tradable': 1, 'name': 'P90 | Desert Warfare (Field-Tested)', 'name_color': 'D2D2D2', 'type': 'Mil-Spec Grade SMG', 'market_name': 'P90 | Desert Warfare (Field-Tested)', 'market_hash_name': 'P90 | Desert Warfare (Field-Tested)', 'commodity': 0}",$1.08
P90 | Desert Warfare (Minimal Wear),P90 | Desert Warfare (Minimal Wear),49,129,$1.29,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '469444997', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpopuP1FAR17OORIQJR79OkhImehMj4OrzZgiUJ7pRzibvHo43ziwCx_BVlNT-hI9eRdwc8ZFrU_FDoxL_u0cC8u8yd1zI97Zyq9VwK', 'tradable': 1, 'name': 'P90 | Desert Warfare (Minimal Wear)', 'name_color': 'D2D2D2', 'type': 'Mil-Spec Grade SMG', 'market_name': 'P90 | Desert Warfare (Minimal Wear)', 'market_hash_name': 'P90 | Desert Warfare (Minimal Wear)', 'commodity': 0}",$1.24
P90 | Desert Warfare (Well-Worn),P90 | Desert Warfare (Well-Worn),33,232,$2.32,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '469467678', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpopuP1FAR17OORIQJR79OkhImehMj5Nr_Yg2Yf7cFw2L-Zo9ug3ASy_ko6a2GhJIeRJAM-MF6E-Qe_xr-50MXpuJzKmmwj5HeEZ9XFFA', 'tradable': 1, 'name': 'P90 | Desert Warfare (Well-Worn)', 'name_color': 'D2D2D2', 'type': 'Mil-Spec Grade SMG', 'market_name': 'P90 | Desert Warfare (Well-Worn)', 'market_hash_name': 'P90 | Desert Warfare (Well-Worn)', 'commodity': 0}",$2.22
P90 | Elite Build (Battle-Scarred),P90 | Elite Build (Battle-Scarred),339,9,$0.09,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '1011938044', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpopuP1FAR17OORIQJP7c-ikZKSqP_xMq3I2G4C65Yp2-yVotqm3lLs_ktla2ugcITBdAM4YgnQrwfqx7ro18Tq7s_XiSw00tyNQhw', 'tradable': 1, 'name': 'P90 | Elite Build (Battle-Scarred)', 'name_color': 'D2D2D2', 'type': 'Mil-Spec Grade SMG', 'market_name': 'P90 | Elite Build (Battle-Scarred)', 'market_hash_name': 'P90 | Elite Build (Battle-Scarred)', 'commodity': 0}",$0.08
P90 | Elite Build (Factory New),P90 | Elite Build (Factory New),224,162,$1.62,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4900200735', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpopuP1FAR17OORIQJP7c-ikZKSqPv9NLPF2G0EsMN33rGY9tWnjlK18xBqNm2gIISdcwJsMAzQ-wK9xOy705bt7pvXiSw0wcJJWjY', 'tradable': 1, 'name': 'P90 | Elite Build (Factory New)', 'name_color': 'D2D2D2', 'type': 'Mil-Spec Grade SMG', 'market_name': 'P90 | Elite Build (Factory New)', 'market_hash_name': 'P90 | Elite Build (Factory New)', 'commodity': 0}",$1.55
P90 | Elite Build (Field-Tested),P90 | Elite Build (Field-Tested),1298,13,$0.13,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4902762322', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpopuP1FAR17OORIQJP7c-ikZKSqPrxN7LEmyVVsJV3j-2To4-mi1bkrxJoYm_3INKQIAVtaVDQqVa8yby8g57q7pic1zI97fJmYrvZ', 'tradable': 1, 'name': 'P90 | Elite Build (Field-Tested)', 'name_color': 'D2D2D2', 'type': 'Mil-Spec Grade SMG', 'market_name': 'P90 | Elite Build (Field-Tested)', 'market_hash_name': 'P90 | Elite Build (Field-Tested)', 'commodity': 0}",$0.12
P90 | Elite Build (Minimal Wear),P90 | Elite Build (Minimal Wear),867,27,$0.27,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4902768343', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpopuP1FAR17OORIQJP7c-ikZKSqPv9NLPF2G0EsMN33rGY9tWnjlK18xBqNm2gIISdcwJsMAzQ-wK9xOy705bt7pvXiSw0wcJJWjY', 'tradable': 1, 'name': 'P90 | Elite Build (Minimal Wear)', 'name_color': 'D2D2D2', 'type': 'Mil-Spec Grade SMG', 'market_name': 'P90 | Elite Build (Minimal Wear)', 'market_hash_name': 'P90 | Elite Build (Minimal Wear)', 'commodity': 0}",$0.26
P90 | Elite Build (Well-Worn),P90 | Elite Build (Well-Worn),1051,10,$0.10,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '1011936504', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpopuP1FAR17OORIQJP7c-ikZKSqPrxN7LEmyVVsJV3j-2To4-mi1bkrxJoYm_3INKQIAVtaVDQqVa8yby8g57q7pic1zI97fJmYrvZ', 'tradable': 1, 'name': 'P90 | Elite Build (Well-Worn)', 'name_color': 'D2D2D2', 'type': 'Mil-Spec Grade SMG', 'market_name': 'P90 | Elite Build (Well-Worn)', 'market_hash_name': 'P90 | Elite Build (Well-Worn)', 'commodity': 0}",$0.09
P90 | Emerald Dragon (Battle-Scarred),P90 | Emerald Dragon (Battle-Scarred),8,13334,$133.34,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4901025738', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpopuP1FAR17PfacDpN4uOmzdC0leX1JbTunm5Q_tw_3LrHp9us0FW1qRE6MTv1JYTEcQ9oZVnSrFm8yOro0JPtvZjOwXFq7z5iuyiHGFO8XQ', 'tradable': 1, 'name': 'P90 | Emerald Dragon (Battle-Scarred)', 'name_color': 'D2D2D2', 'type': 'Classified SMG', 'market_name': 'P90 | Emerald Dragon (Battle-Scarred)', 'market_hash_name': 'P90 | Emerald Dragon (Battle-Scarred)', 'commodity': 0}",$127.55
P90 | Emerald Dragon (Factory New),P90 | Emerald Dragon (Factory New),2,28750,$287.50,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '310848880', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpopuP1FAR17PfacDpN4uOmzdC0leX1JbTummJW4NE_2LmR8Iqg2Qe1rkFlMjz0IoOUI1I9N1vRr1e2k-u9hJ66vprAzHVh7D5iuyg1KAc3xw', 'tradable': 1, 'name': 'P90 | Emerald Dragon (Factory New)', 'name_color': 'D2D2D2', 'type': 'Classified SMG', 'market_name': 'P90 | Emerald Dragon (Factory New)', 'market_hash_name': 'P90 | Emerald Dragon (Factory New)', 'commodity': 0}",$275.00
P90 | Emerald Dragon (Field-Tested),P90 | Emerald Dragon (Field-Tested),29,9001,$90.01,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '310776524', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpopuP1FAR17PfacDpN4uOmzdC0leX1JbTum25V4dB8xLmToI6jjVHk-0o6YWH6doXGIVI8Y1zWq1a9yOm51MfquZnLm3Zk6yI8pSGKuQHOWS8', 'tradable': 1, 'name': 'P90 | Emerald Dragon (Field-Tested)', 'name_color': 'D2D2D2', 'type': 'Classified SMG', 'market_name': 'P90 | Emerald Dragon (Field-Tested)', 'market_hash_name': 'P90 | Emerald Dragon (Field-Tested)', 'commodity': 0}",$86.10
P90 | Emerald Dragon (Minimal Wear),P90 | Emerald Dragon (Minimal Wear),24,11726,$117.26,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4900244332', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpopuP1FAR17PfacDpN4uOmzdC0leX1JbTummJW4NE_2LmR8Iqg2Qe1rkFlMjz0IoOUI1I9N1vRr1e2k-u9hJ66vprAzHVh7D5iuyg1KAc3xw', 'tradable': 1, 'name': 'P90 | Emerald Dragon (Minimal Wear)', 'name_color': 'D2D2D2', 'type': 'Classified SMG', 'market_name': 'P90 | Emerald Dragon (Minimal Wear)', 'market_hash_name': 'P90 | Emerald Dragon (Minimal Wear)', 'commodity': 0}",$112.17
P90 | Emerald Dragon (Well-Worn),P90 | Emerald Dragon (Well-Worn),5,13000,$130.00,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '310786800', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpopuP1FAR17PfacDpN4uOmzdC0leX1JbTum25V4dB8xLmToI6jjVHk-0o6YWH6doXGIVI8Y1zWq1a9yOm51MfquZnLm3Zk6yI8pSGKuQHOWS8', 'tradable': 1, 'name': 'P90 | Emerald Dragon (Well-Worn)', 'name_color': 'D2D2D2', 'type': 'Classified SMG', 'market_name': 'P90 | Emerald Dragon (Well-Worn)', 'market_hash_name': 'P90 | Emerald Dragon (Well-Worn)', 'commodity': 0}",$124.35
P90 | Facility Negative (Battle-Scarred),P90 | Facility Negative (Battle-Scarred),166,30,$0.30,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '3036359028', 'instanceid': '302028390', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpopuP1FA957PHEZDhS_tW4gL-KhuL1DLPUl31IpsEn0--XptSk3AayrUBqMGyndoSScgZsMAuBqwe7xO-605W0tMjBznF9-n51zHb2sU8', 'tradable': 1, 'name': 'P90 | Facility Negative (Battle-Scarred)', 'name_color': 'D2D2D2', 'type': 'Mil-Spec Grade SMG', 'market_name': 'P90 | Facility Negative (Battle-Scarred)', 'market_hash_name': 'P90 | Facility Negative (Battle-Scarred)', 'commodity': 0}",$0.29
P90 | Facility Negative (Factory New),P90 | Facility Negative (Factory New),203,75,$0.75,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '3035616565', 'instanceid': '302028390', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpopuP1FA957PHEZDhS_tW4gL-KhuL1DLfYkWNFppYkjLGX99_xiQTlqkBtZmr6cIPEdw88aF3YqVi4wuvp05C_6JzPznd9-n51UetnMI0', 'tradable': 1, 'name': 'P90 | Facility Negative (Factory New)', 'name_color': 'D2D2D2', 'type': 'Mil-Spec Grade SMG', 'market_name': 'P90 | Facility Negative (Factory New)', 'market_hash_name': 'P90 | Facility Negative (Factory New)', 'commodity': 0}",$0.72
P90 | Facility Negative (Field-Tested),P90 | Facility Negative (Field-Tested),595,31,$0.31,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '3035575856', 'instanceid': '302028390', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpopuP1FA957PHEZDhS_tW4gL-KhuL1DLbUkmJE5Yt33LqRptv03gKyqhdoa2H3IdWRdgY2MlDXqVi9wLjsjcO0u5vAnCc2pGB8sgrfIrXv', 'tradable': 1, 'name': 'P90 | Facility Negative (Field-Tested)', 'name_color': 'D2D2D2', 'type': 'Mil-Spec Grade SMG', 'market_name': 'P90 | Facility Negative (Field-Tested)', 'market_hash_name': 'P90 | Facility Negative (Field-Tested)', 'commodity': 0}",$0.30
P90 | Facility Negative (Minimal Wear),P90 | Facility Negative (Minimal Wear),259,42,$0.42,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '3035577402', 'instanceid': '302028390', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpopuP1FA957PHEZDhS_tW4gL-KhuL1DLfYkWNFppYkjLGX99_xiQTlqkBtZmr6cIPEdw88aF3YqVi4wuvp05C_6JzPznd9-n51UetnMI0', 'tradable': 1, 'name': 'P90 | Facility Negative (Minimal Wear)', 'name_color': 'D2D2D2', 'type': 'Mil-Spec Grade SMG', 'market_name': 'P90 | Facility Negative (Minimal Wear)', 'market_hash_name': 'P90 | Facility Negative (Minimal Wear)', 'commodity': 0}",$0.41
P90 | Facility Negative (Well-Worn),P90 | Facility Negative (Well-Worn),137,29,$0.29,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4900219852', 'instanceid': '302028390', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpopuP1FA957PHEZDhS_tW4gL-KhuL1DLbUkmJE5Yt33LqRptv03gKyqhdoa2H3IdWRdgY2MlDXqVi9wLjsjcO0u5vAnCc2pGB8sgrfIrXv', 'tradable': 1, 'name': 'P90 | Facility Negative (Well-Worn)', 'name_color': 'D2D2D2', 'type': 'Mil-Spec Grade SMG', 'market_name': 'P90 | Facility Negative (Well-Worn)', 'market_hash_name': 'P90 | Facility Negative (Well-Worn)', 'commodity': 0}",$0.28
P90 | Fallout Warning (Battle-Scarred),P90 | Fallout Warning (Battle-Scarred),36,402,$4.02,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '310777925', 'instanceid': '0', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpopuP1FBRw7P3dejhR-M6_hIW0mvbmPLTfqWNU6dNoxLHDod_x0Aa2rkNkMWqiIISUdgY3Y1DS-gK_xbrr0ZHoupXOn3dksnU8pSGKnqa-SAI', 'tradable': 1, 'name': 'P90 | Fallout Warning (Battle-Scarred)', 'name_color': 'D2D2D2', 'type': 'Industrial Grade SMG', 'market_name': 'P90 | Fallout Warning (Battle-Scarred)', 'market_hash_name': 'P90 | Fallout Warning (Battle-Scarred)', 'commodity': 0}",$3.85
P90 | Fallout Warning (Factory New),P90 | Fallout Warning (Factory New),8,4672,$46.72,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4899767081', 'instanceid': '480085569', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpopuP1FBRw7P3dejhR-M6_hIW0mvbmPLTfqWdY781lxOqSrN2gjQPm-BFkYWigJNKVcVBtMA7V-le_w-e9h5XqvZubnSQ1unY8pSGKsV7vdWM', 'tradable': 1, 'name': 'P90 | Fallout Warning (Factory New)', 'name_color': 'D2D2D2', 'type': 'Industrial Grade SMG', 'market_name': 'P90 | Fallout Warning (Factory New)', 'market_hash_name': 'P90 | Fallout Warning (Factory New)', 'commodity': 0}",$44.69
P90 | Fallout Warning (Field-Tested),P90 | Fallout Warning (Field-Tested),106,363,$3.63,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '310777659', 'instanceid': '480085569', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpopuP1FBRw7P3dejhR-M6_hIW0mvbmPLTfqWZU7Mxkh6fHo4rz0Ve2-0U_azvyIIadJAA8aQyC_Vm4w-bn1pXouJnPnSM26XYq-z-DyFErgtK5', 'tradable': 1, 'name': 'P90 | Fallout Warning (Field-Tested)', 'name_color': 'D2D2D2', 'type': 'Industrial Grade SMG', 'market_name': 'P90 | Fallout Warning (Field-Tested)', 'market_hash_name': 'P90 | Fallout Warning (Field-Tested)', 'commodity': 0}",$3.48
P90 | Fallout Warning (Minimal Wear),P90 | Fallout Warning (Minimal Wear),46,845,$8.45,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4900603115', 'instanceid': '0', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpopuP1FBRw7P3dejhR-M6_hIW0mvbmPLTfqWdY781lxOqSrN2gjQPm-BFkYWigJNKVcVBtMA7V-le_w-e9h5XqvZubnSQ1unY8pSGKsV7vdWM', 'tradable': 1, 'name': 'P90 | Fallout Warning (Minimal Wear)', 'name_color': 'D2D2D2', 'type': 'Industrial Grade SMG', 'market_name': 'P90 | Fallout Warning (Minimal Wear)', 'market_hash_name': 'P90 | Fallout Warning (Minimal Wear)', 'commodity': 0}",$8.09
P90 | Fallout Warning (Well-Worn),P90 | Fallout Warning (Well-Worn),17,410,$4.10,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4902061467', 'instanceid': '0', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpopuP1FBRw7P3dejhR-M6_hIW0mvbmPLTfqWZU7Mxkh6fHo4rz0Ve2-0U_azvyIIadJAA8aQyC_Vm4w-bn1pXouJnPnSM26XYq-z-DyFErgtK5', 'tradable': 1, 'name': 'P90 | Fallout Warning (Well-Worn)', 'name_color': 'D2D2D2', 'type': 'Industrial Grade SMG', 'market_name': 'P90 | Fallout Warning (Well-Worn)', 'market_hash_name': 'P90 | Fallout Warning (Well-Worn)', 'commodity': 0}",$3.93
P90 | Freight (Battle-Scarred),P90 | Freight (Battle-Scarred),2469,6,$0.06,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '3955269087', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpopuP1FABz7OORIQJB49KilYmFkuXLO77QgHIfvMBz3OjDrI722AS18kBtNm_zJNOUJlM8YlDXqQDvkOu90JLu7ZzKymwj5HfLhG8Zqw', 'tradable': 1, 'name': 'P90 | Freight (Battle-Scarred)', 'name_color': 'D2D2D2', 'type': 'Mil-Spec Grade SMG', 'market_name': 'P90 | Freight (Battle-Scarred)', 'market_hash_name': 'P90 | Freight (Battle-Scarred)', 'commodity': 0}",$0.05
P90 | Freight (Factory New),P90 | Freight (Factory New),584,19,$0.19,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '3955311878', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpopuP1FABz7OORIQJB49KilYmFkuXLP7LWnn8f7cApjr6WrN-k0FK3-kBqZDvyd4CWIFRoMFrQ-AW4w-ju1Ja9u5yayGwj5Hcrp1upiA', 'tradable': 1, 'name': 'P90 | Freight (Factory New)', 'name_color': 'D2D2D2', 'type': 'Mil-Spec Grade SMG', 'market_name': 'P90 | Freight (Factory New)', 'market_hash_name': 'P90 | Freight (Factory New)', 'commodity': 0}",$0.18
P90 | Freight (Field-Tested),P90 | Freight (Field-Tested),4077,6,$0.06,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '3955266676', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpopuP1FABz7OORIQJB49KilYmFkuXLPr7Vn35cppIpj-ySo4-mjgW2_kZqYGylJ4_EJFU_NA7QrwS9xu-71pW4tJ7NznZ9-n51DQ_2qss', 'tradable': 1, 'name': 'P90 | Freight (Field-Tested)', 'name_color': 'D2D2D2', 'type': 'Mil-Spec Grade SMG', 'market_name': 'P90 | Freight (Field-Tested)', 'market_hash_name': 'P90 | Freight (Field-Tested)', 'commodity': 0}",$0.05
