name,hash_name,sell_listings,sell_price,sell_price_text,app_icon,app_name,asset_description,sale_price_text
Souvenir MP5-SD | Dirt Drop (Battle-Scarred),Souvenir MP5-SD | Dirt Drop (Battle-Scarred),535,4,$0.04,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4635932650', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6rwOANfwOP3ZTxS6eOlnI-Zg8jmMrfdj1RZ7cRnk6eTo9rwjAziqko6MGr1cNfGJgU6YlnX-FO6wLi8gce0v5XBzyNi7yJ0-z-DyAYCwoiN', 'tradable': 1, 'name': 'Souvenir MP5-SD | Dirt Drop (Battle-Scarred)', 'name_color': 'FFD700', 'type': 'Souvenir Consumer Grade SMG', 'market_name': 'Souvenir MP5-SD | Dirt Drop (Battle-Scarred)', 'market_hash_name': 'Souvenir MP5-SD | Dirt Drop (Battle-Scarred)', 'commodity': 0}",$0.03
Souvenir MP5-SD | Dirt Drop (Factory New),Souvenir MP5-SD | Dirt Drop (Factory New),29,116,$1.16,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4621534588', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6rwOANfwOP3ZTxS6eOlnI-Zg8jmMrfdj1Rd4cJ5nqeT84j32QSxqRJtNzulJYGVcQZvYwvQ8le5l73sjZPq6Z3NzXsxsycm-z-DyPsHFCR3', 'tradable': 1, 'name': 'Souvenir MP5-SD | Dirt Drop (Factory New)', 'name_color': 'FFD700', 'type': 'Souvenir Consumer Grade SMG', 'market_name': 'Souvenir MP5-SD | Dirt Drop (Factory New)', 'market_hash_name': 'Souvenir MP5-SD | Dirt Drop (Factory New)', 'commodity': 0}",$1.11
Souvenir MP5-SD | Dirt Drop (Field-Tested),Souvenir MP5-SD | Dirt Drop (Field-Tested),3422,4,$0.04,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '3498158339', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6rwOANfwOP3ZTxS6eOlnI-Zg8jmMrfdj1Rc7cF4n-SPoN2k2lfl-RVoMmvzIYWTdgU8N1qCq1HskrzohZS5uZrJziE3u3YqsGGdwUKU184lXQ', 'tradable': 1, 'name': 'Souvenir MP5-SD | Dirt Drop (Field-Tested)', 'name_color': 'FFD700', 'type': 'Souvenir Consumer Grade SMG', 'market_name': 'Souvenir MP5-SD | Dirt Drop (Field-Tested)', 'market_hash_name': 'Souvenir MP5-SD | Dirt Drop (Field-Tested)', 'commodity': 0}",$0.03
Souvenir MP5-SD | Dirt Drop (Minimal Wear),Souvenir MP5-SD | Dirt Drop (Minimal Wear),497,7,$0.07,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4903422699', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6rwOANfwOP3ZTxS6eOlnI-Zg8jmMrfdj1Rd4cJ5nqeT84j32QSxqRJtNzulJYGVcQZvYwvQ8le5l73sjZPq6Z3NzXsxsycm-z-DyPsHFCR3', 'tradable': 1, 'name': 'Souvenir MP5-SD | Dirt Drop (Minimal Wear)', 'name_color': 'FFD700', 'type': 'Souvenir Consumer Grade SMG', 'market_name': 'Souvenir MP5-SD | Dirt Drop (Minimal Wear)', 'market_hash_name': 'Souvenir MP5-SD | Dirt Drop (Minimal Wear)', 'commodity': 0}",$0.06
Souvenir MP5-SD | Dirt Drop (Well-Worn),Souvenir MP5-SD | Dirt Drop (Well-Worn),380,5,$0.05,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4860237809', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6rwOANfwOP3ZTxS6eOlnI-Zg8jmMrfdj1Rc7cF4n-SPoN2k2lfl-RVoMmvzIYWTdgU8N1qCq1HskrzohZS5uZrJziE3u3YqsGGdwUKU184lXQ', 'tradable': 1, 'name': 'Souvenir MP5-SD | Dirt Drop (Well-Worn)', 'name_color': 'FFD700', 'type': 'Souvenir Consumer Grade SMG', 'market_name': 'Souvenir MP5-SD | Dirt Drop (Well-Worn)', 'market_hash_name': 'Souvenir MP5-SD | Dirt Drop (Well-Worn)', 'commodity': 0}",$0.04
Souvenir MP5-SD | Lab Rats (Factory New),Souvenir MP5-SD | Lab Rats (Factory New),2301,16,$0.16,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '3106097319', 'instanceid': '338584038', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6rwOANf2-r3fTxA_t2iq42bwsj4OrzZgiVT6sF10-uW8N2h3AHi-kttY2-hLYGVewQ4YF_Y_Qe2lebvhcC7v5TI1zI97SL4IQbf', 'tradable': 1, 'name': 'Souvenir MP5-SD | Lab Rats (Factory New)', 'name_color': 'FFD700', 'type': 'Souvenir Restricted SMG', 'market_name': 'Souvenir MP5-SD | Lab Rats (Factory New)', 'market_hash_name': 'Souvenir MP5-SD | Lab Rats (Factory New)', 'commodity': 0}",$0.15
Souvenir MP5-SD | Lab Rats (Field-Tested),Souvenir MP5-SD | Lab Rats (Field-Tested),2586,13,$0.13,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4897688138', 'instanceid': '338584038', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6rwOANf2-r3fTxA_t2iq42bwsj5Nr_Yg2Yf6ccg3O-V9Nn02lW3_xJlNmGnINfAIAM2YQ3Yr1i3xubrgsW6vJ2awGwj5HfYCJ_L1A', 'tradable': 1, 'name': 'Souvenir MP5-SD | Lab Rats (Field-Tested)', 'name_color': 'FFD700', 'type': 'Souvenir Restricted SMG', 'market_name': 'Souvenir MP5-SD | Lab Rats (Field-Tested)', 'market_hash_name': 'Souvenir MP5-SD | Lab Rats (Field-Tested)', 'commodity': 0}",$0.12
Souvenir MP5-SD | Lab Rats (Minimal Wear),Souvenir MP5-SD | Lab Rats (Minimal Wear),3032,12,$0.12,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4879439728', 'instanceid': '338584038', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6rwOANf2-r3fTxA_t2iq42bwsj4OrzZgiVT6sF10-uW8N2h3AHi-kttY2-hLYGVewQ4YF_Y_Qe2lebvhcC7v5TI1zI97SL4IQbf', 'tradable': 1, 'name': 'Souvenir MP5-SD | Lab Rats (Minimal Wear)', 'name_color': 'FFD700', 'type': 'Souvenir Restricted SMG', 'market_name': 'Souvenir MP5-SD | Lab Rats (Minimal Wear)', 'market_hash_name': 'Souvenir MP5-SD | Lab Rats (Minimal Wear)', 'commodity': 0}",$0.11
Souvenir MP5-SD | Oxide Oasis (Battle-Scarred),Souvenir MP5-SD | Oxide Oasis (Battle-Scarred),15,852,$8.52,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4899516023', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6rwOANf1OD3fC0X09Kzm460kfvxOK_QhGVu4MBwnPCP9I_3iQfs8xVtZjqlco-UdVRtYVuCrwfvyejthcS_uc-YznBq6HZ05WGdwUKWiqkI2w', 'tradable': 1, 'name': 'Souvenir MP5-SD | Oxide Oasis (Battle-Scarred)', 'name_color': 'FFD700', 'type': 'Souvenir Classified SMG', 'market_name': 'Souvenir MP5-SD | Oxide Oasis (Battle-Scarred)', 'market_hash_name': 'Souvenir MP5-SD | Oxide Oasis (Battle-Scarred)', 'commodity': 0}",$8.15
Souvenir MP5-SD | Oxide Oasis (Factory New),Souvenir MP5-SD | Oxide Oasis (Factory New),15,3430,$34.30,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4882624756', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6rwOANf1OD3fC0X09Kzm460kfvxOK_QhGVu5Mx2gv2P8dujjQLn80ZpY2imcY-ddwA8N1uB_wLrxLi6hZ7qu87PwSdiuiAm42GdwUKqL_tdgw', 'tradable': 1, 'name': 'Souvenir MP5-SD | Oxide Oasis (Factory New)', 'name_color': 'FFD700', 'type': 'Souvenir Classified SMG', 'market_name': 'Souvenir MP5-SD | Oxide Oasis (Factory New)', 'market_hash_name': 'Souvenir MP5-SD | Oxide Oasis (Factory New)', 'commodity': 0}",$32.81
Souvenir MP5-SD | Oxide Oasis (Field-Tested),Souvenir MP5-SD | Oxide Oasis (Field-Tested),25,1191,$11.91,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4903457368', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6rwOANf1OD3fC0X09Kzm460kfvxOK_QhGVu5cB1g_zMu9zz3QW180A_Y2D3ddfBcAI3ZAyF-QS7xu3uh5C47svLySRhuSki7XrD30vgQnA87cY', 'tradable': 1, 'name': 'Souvenir MP5-SD | Oxide Oasis (Field-Tested)', 'name_color': 'FFD700', 'type': 'Souvenir Classified SMG', 'market_name': 'Souvenir MP5-SD | Oxide Oasis (Field-Tested)', 'market_hash_name': 'Souvenir MP5-SD | Oxide Oasis (Field-Tested)', 'commodity': 0}",$11.40
Souvenir MP5-SD | Oxide Oasis (Minimal Wear),Souvenir MP5-SD | Oxide Oasis (Minimal Wear),16,2123,$21.23,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4889033241', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6rwOANf1OD3fC0X09Kzm460kfvxOK_QhGVu5Mx2gv2P8dujjQLn80ZpY2imcY-ddwA8N1uB_wLrxLi6hZ7qu87PwSdiuiAm42GdwUKqL_tdgw', 'tradable': 1, 'name': 'Souvenir MP5-SD | Oxide Oasis (Minimal Wear)', 'name_color': 'FFD700', 'type': 'Souvenir Classified SMG', 'market_name': 'Souvenir MP5-SD | Oxide Oasis (Minimal Wear)', 'market_hash_name': 'Souvenir MP5-SD | Oxide Oasis (Minimal Wear)', 'commodity': 0}",$20.31
Souvenir MP5-SD | Oxide Oasis (Well-Worn),Souvenir MP5-SD | Oxide Oasis (Well-Worn),13,950,$9.50,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4625445566', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6rwOANf1OD3fC0X09Kzm460kfvxOK_QhGVu5cB1g_zMu9zz3QW180A_Y2D3ddfBcAI3ZAyF-QS7xu3uh5C47svLySRhuSki7XrD30vgQnA87cY', 'tradable': 1, 'name': 'Souvenir MP5-SD | Oxide Oasis (Well-Worn)', 'name_color': 'FFD700', 'type': 'Souvenir Classified SMG', 'market_name': 'Souvenir MP5-SD | Oxide Oasis (Well-Worn)', 'market_hash_name': 'Souvenir MP5-SD | Oxide Oasis (Well-Worn)', 'commodity': 0}",$9.09
Souvenir MP7 | Anodized Navy (Factory New),Souvenir MP7 | Anodized Navy (Factory New),9,7331,$73.31,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '565495846', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6ryFAZu7P3JZyR94NWxnJTFwPWjY-6CxT1Su8B03r6T8Y6s2wft-EJpam6lJNfHcw8_Y1nXqFLqkvCv28FJ8mUtyA', 'tradable': 1, 'name': 'Souvenir MP7 | Anodized Navy (Factory New)', 'name_color': 'FFD700', 'type': 'Souvenir Mil-Spec Grade SMG', 'market_name': 'Souvenir MP7 | Anodized Navy (Factory New)', 'market_hash_name': 'Souvenir MP7 | Anodized Navy (Factory New)', 'commodity': 0}",$70.13
Souvenir MP7 | Army Recon (Battle-Scarred),Souvenir MP7 | Army Recon (Battle-Scarred),16,714,$7.14,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4857378984', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6ryFBRw7ODYYzxb092kmZm0n_L1JaKfxGpQ6cMh2-qUpd3z2lHm8hFuYTqicY6WIwQ7YQrY-ATvyezmg5a-6YOJlyU26_fHtg', 'tradable': 1, 'name': 'Souvenir MP7 | Army Recon (Battle-Scarred)', 'name_color': 'FFD700', 'type': 'Souvenir Consumer Grade SMG', 'market_name': 'Souvenir MP7 | Army Recon (Battle-Scarred)', 'market_hash_name': 'Souvenir MP7 | Army Recon (Battle-Scarred)', 'commodity': 0}",$6.83
Souvenir MP7 | Army Recon (Factory New),Souvenir MP7 | Army Recon (Factory New),1,17839,$178.39,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '1706087453', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6ryFBRw7ODYYzxb092kmZm0m_7zO6-fkzMGsccp0rmZ89T20QLjrkc6Y2GlcNOUewJqZwzV8ge4xbq50cS-6IOJlyXkj-WPVg', 'tradable': 1, 'name': 'Souvenir MP7 | Army Recon (Factory New)', 'name_color': 'FFD700', 'type': 'Souvenir Consumer Grade SMG', 'market_name': 'Souvenir MP7 | Army Recon (Factory New)', 'market_hash_name': 'Souvenir MP7 | Army Recon (Factory New)', 'commodity': 0}",$170.64
Souvenir MP7 | Army Recon (Field-Tested),Souvenir MP7 | Army Recon (Field-Tested),59,276,$2.76,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '491753702', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6ryFBRw7ODYYzxb092kmZm0mvLwOq7c2GgAuMEpjLqY89mt3wzsr0RpZDygI4PAdQ42MgrS81bqk7u818C8tcjXiSw08qBOp-g', 'tradable': 1, 'name': 'Souvenir MP7 | Army Recon (Field-Tested)', 'name_color': 'FFD700', 'type': 'Souvenir Consumer Grade SMG', 'market_name': 'Souvenir MP7 | Army Recon (Field-Tested)', 'market_hash_name': 'Souvenir MP7 | Army Recon (Field-Tested)', 'commodity': 0}",$2.64
Souvenir MP7 | Army Recon (Minimal Wear),Souvenir MP7 | Army Recon (Minimal Wear),22,742,$7.42,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '490261362', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6ryFBRw7ODYYzxb092kmZm0m_7zO6-fkzMGsccp0rmZ89T20QLjrkc6Y2GlcNOUewJqZwzV8ge4xbq50cS-6IOJlyXkj-WPVg', 'tradable': 1, 'name': 'Souvenir MP7 | Army Recon (Minimal Wear)', 'name_color': 'FFD700', 'type': 'Souvenir Consumer Grade SMG', 'market_name': 'Souvenir MP7 | Army Recon (Minimal Wear)', 'market_hash_name': 'Souvenir MP7 | Army Recon (Minimal Wear)', 'commodity': 0}",$7.10
Souvenir MP7 | Army Recon (Well-Worn),Souvenir MP7 | Army Recon (Well-Worn),17,840,$8.40,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '489891383', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6ryFBRw7ODYYzxb092kmZm0mvLwOq7c2GgAuMEpjLqY89mt3wzsr0RpZDygI4PAdQ42MgrS81bqk7u818C8tcjXiSw08qBOp-g', 'tradable': 1, 'name': 'Souvenir MP7 | Army Recon (Well-Worn)', 'name_color': 'FFD700', 'type': 'Souvenir Consumer Grade SMG', 'market_name': 'Souvenir MP7 | Army Recon (Well-Worn)', 'market_hash_name': 'Souvenir MP7 | Army Recon (Well-Worn)', 'commodity': 0}",$8.04
Souvenir MP7 | Fade (Factory New),Souvenir MP7 | Fade (Factory New),28,2709,$27.09,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4902015170', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6ryFAZh7PXJdTh94czhq4yCkP_gfb7VwzgGsZAn3L_Codigjge2-0M9Z2D1LIaTcAM_ZQrTqAO7lbrug5Ci_MOeD_P4rHw', 'tradable': 1, 'name': 'Souvenir MP7 | Fade (Factory New)', 'name_color': 'FFD700', 'type': 'Souvenir Restricted SMG', 'market_name': 'Souvenir MP7 | Fade (Factory New)', 'market_hash_name': 'Souvenir MP7 | Fade (Factory New)', 'commodity': 0}",$25.92
Souvenir MP7 | Fade (Field-Tested),Souvenir MP7 | Fade (Field-Tested),14,1198,$11.98,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '3673269312', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6ryFAZh7PXJdTh94czhq42Ok_7hPvWJlT8A68cm3rCVptqs2FWy-UdvN277ItOddgRvaQqD_1K8xOjmgpXvot2XnlNr9XKF', 'tradable': 1, 'name': 'Souvenir MP7 | Fade (Field-Tested)', 'name_color': 'FFD700', 'type': 'Souvenir Restricted SMG', 'market_name': 'Souvenir MP7 | Fade (Field-Tested)', 'market_hash_name': 'Souvenir MP7 | Fade (Field-Tested)', 'commodity': 0}",$11.46
Souvenir MP7 | Fade (Minimal Wear),Souvenir MP7 | Fade (Minimal Wear),22,1085,$10.85,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4897447228', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6ryFAZh7PXJdTh94czhq4yCkP_gfb7VwzgGsZAn3L_Codigjge2-0M9Z2D1LIaTcAM_ZQrTqAO7lbrug5Ci_MOeD_P4rHw', 'tradable': 1, 'name': 'Souvenir MP7 | Fade (Minimal Wear)', 'name_color': 'FFD700', 'type': 'Souvenir Restricted SMG', 'market_name': 'Souvenir MP7 | Fade (Minimal Wear)', 'market_hash_name': 'Souvenir MP7 | Fade (Minimal Wear)', 'commodity': 0}",$10.38
Souvenir MP7 | Gunsmoke (Battle-Scarred),Souvenir MP7 | Gunsmoke (Battle-Scarred),246,11,$0.11,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4903290132', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6ryFA957PTNfS1H4uO-kYGdjrmtYuvTkDpS7ZB33riVrN-kigfh-Epra2ChdYGQIwc5MF7Rq1Dvwe6-m9bi6_MVZK6w', 'tradable': 1, 'name': 'Souvenir MP7 | Gunsmoke (Battle-Scarred)', 'name_color': 'FFD700', 'type': 'Souvenir Industrial Grade SMG', 'market_name': 'Souvenir MP7 | Gunsmoke (Battle-Scarred)', 'market_hash_name': 'Souvenir MP7 | Gunsmoke (Battle-Scarred)', 'commodity': 0}",$0.10
Souvenir MP7 | Gunsmoke (Factory New),Souvenir MP7 | Gunsmoke (Factory New),14,640,$6.40,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '4894974825', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6ryFA957PTNfS1H4uO6nYeDg7nxYuLVkj0JsMYj2-jEpdWhjlK3-EVoajz7JNPAc1U_N1jZ_1i_w-u-m9bi631gmeDU', 'tradable': 1, 'name': 'Souvenir MP7 | Gunsmoke (Factory New)', 'name_color': 'FFD700', 'type': 'Souvenir Industrial Grade SMG', 'market_name': 'Souvenir MP7 | Gunsmoke (Factory New)', 'market_hash_name': 'Souvenir MP7 | Gunsmoke (Factory New)', 'commodity': 0}",$6.13
Souvenir MP7 | Gunsmoke (Field-Tested),Souvenir MP7 | Gunsmoke (Field-Tested),844,10,$0.10,https://cdn.cloudflare.steamstatic.com/steamcommunity/public/images/apps/730/69f7ebe2735c366c65c0b33dae00e12dc40edbe4.jpg,Counter-Strike: Global Offensive,"{'appid': 730, 'classid': '3004849038', 'instanceid': '188530139', 'background_color': '', 'icon_url': '-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXH5ApeO4YmlhxYQknCRvCo04DEVlxkKgpou6ryFA957PTNfS1H4uO7kYSCgvq6ZbnXwW5UuJ0nju3D8NSs31KwrhdsYmnyd9eSIwVtaQqF_lfswry-gYj84sqn5btZoA', 'tradable': 1, 'name': 'Souvenir MP7 | Gunsmoke (Field-Tested)', 'name_color': 'FFD700', 'type': 'Souvenir Industrial Grade SMG', 'market_name': 'Souvenir MP7 | Gunsmoke (Field-Tested)', 'market_hash_name': 'Souvenir MP7 | Gunsmoke (Field-Tested)', 'commodity': 0}",$0.09
